"","","","","/項目 コード","A1101","A1301","A1302","A1303"
"地域 コード","地域","調査年 コード","調査年","/項目","A1101_総人口【人】","A1301_15歳未満人口【人】","A1302_15～64歳人口【人】","A1303_65歳以上人口【人】"
"39386","高知県 いの町","1980100000","1980年度","","29,036","5,754","19,053","4,229"
"39387","高知県 仁淀川町","2020100000","2020年度","","4,827","347","1,790","2,685"
"39387","高知県 仁淀川町","2015100000","2015年度","","5,551","387","2,170","2,994"
"39387","高知県 仁淀川町","2010100000","2010年度","","6,500","535","2,698","3,267"
"39387","高知県 仁淀川町","2005100000","2005年度","","7,347","692","3,260","3,395"
"39387","高知県 仁淀川町","2000100000","2000年度","","8,189","777","4,011","3,401"
"39387","高知県 仁淀川町","1995100000","1995年度","","8,919","967","4,744","3,208"
"39387","高知県 仁淀川町","1990100000","1990年度","","9,518","1,207","5,502","2,809"
"39387","高知県 仁淀川町","1985100000","1985年度","","10,333","1,616","6,239","2,478"
"39387","高知県 仁淀川町","1980100000","1980年度","","11,672","1,986","7,206","2,476"
"39401","高知県 中土佐町","2020100000","2020年度","","6,002","502","2,602","2,895"
"39401","高知県 中土佐町","2015100000","2015年度","","6,840","626","3,273","2,941"
"39401","高知県 中土佐町","2010100000","2010年度","","7,584","762","3,911","2,911"
"39401","高知県 中土佐町","2005100000","2005年度","","8,320","951","4,447","2,922"
"39401","高知県 中土佐町","2000100000","2000年度","","8,722","1,105","4,823","2,794"
"39401","高知県 中土佐町","1995100000","1995年度","","9,321","1,318","5,388","2,615"
"39401","高知県 中土佐町","1990100000","1990年度","","9,852","1,637","5,936","2,279"
"39401","高知県 中土佐町","1985100000","1985年度","","10,374","1,971","6,415","1,988"
"39401","高知県 中土佐町","1980100000","1980年度","","10,753","2,221","6,671","1,861"
"39402","高知県 佐川町","2020100000","2020年度","","12,323","1,327","5,916","5,058"
"39402","高知県 佐川町","2015100000","2015年度","","13,114","1,510","6,657","4,947"
"39402","高知県 佐川町","2010100000","2010年度","","13,951","1,623","7,674","4,650"
"39402","高知県 佐川町","2005100000","2005年度","","14,447","1,810","8,263","4,374"
"39402","高知県 佐川町","2000100000","2000年度","","14,777","2,036","8,637","4,088"
"39402","高知県 佐川町","1995100000","1995年度","","15,148","2,328","9,088","3,732"
"39402","高知県 佐川町","1990100000","1990年度","","15,636","2,743","9,732","3,160"
"39402","高知県 佐川町","1985100000","1985年度","","16,124","3,156","10,272","2,695"
"39402","高知県 佐川町","1980100000","1980年度","","16,114","3,198","10,481","2,432"
"39403","高知県 越知町","2020100000","2020年度","","5,187","421","2,323","2,441"
"39403","高知県 越知町","2015100000","2015年度","","5,795","506","2,659","2,629"
"39403","高知県 越知町","2010100000","2010年度","","6,374","603","3,128","2,643"
"39403","高知県 越知町","2005100000","2005年度","","6,952","700","3,597","2,655"
"39403","高知県 越知町","2000100000","2000年度","","7,411","828","4,037","2,546"
"39403","高知県 越知町","1995100000","1995年度","","7,803","1,053","4,468","2,282"
"39403","高知県 越知町","1990100000","1990年度","","8,234","1,270","5,051","1,913"
"39403","高知県 越知町","1985100000","1985年度","","8,754","1,520","5,517","1,717"
"39403","高知県 越知町","1980100000","1980年度","","9,052","1,663","5,808","1,581"
"39405","高知県 檮原町","2020100000","2020年度","","3,307","320","1,456","1,531"
"39405","高知県 檮原町","2015100000","2015年度","","3,608","346","1,735","1,527"
"39405","高知県 檮原町","2010100000","2010年度","","3,984","395","2,020","1,569"
"39405","高知県 檮原町","2005100000","2005年度","","4,625","503","2,458","1,664"
"39405","高知県 檮原町","2000100000","2000年度","","4,860","589","2,690","1,581"
"39405","高知県 檮原町","1995100000","1995年度","","4,998","642","2,967","1,389"
"39405","高知県 檮原町","1990100000","1990年度","","5,020","725","3,143","1,152"
"39405","高知県 檮原町","1985100000","1985年度","","5,407","972","3,436","999"
"39405","高知県 檮原町","1980100000","1980年度","","5,750","1,167","3,623","960"
"39410","高知県 日高村","2020100000","2020年度","","4,812","432","2,307","2,073"
"39410","高知県 日高村","2015100000","2015年度","","5,030","472","2,582","1,976"
"39410","高知県 日高村","2010100000","2010年度","","5,447","581","3,064","1,802"
"39410","高知県 日高村","2005100000","2005年度","","5,895","690","3,470","1,735"
"39410","高知県 日高村","2000100000","2000年度","","5,968","751","3,579","1,638"
"39410","高知県 日高村","1995100000","1995年度","","6,105","936","3,736","1,433"
"39410","高知県 日高村","1990100000","1990年度","","6,223","1,158","3,892","1,173"
"39410","高知県 日高村","1985100000","1985年度","","6,341","1,287","4,058","996"
"39410","高知県 日高村","1980100000","1980年度","","6,100","1,199","4,015","886"
"39411","高知県 津野町","2020100000","2020年度","","5,291","552","2,351","2,388"
"39411","高知県 津野町","2015100000","2015年度","","5,794","641","2,747","2,406"
"39411","高知県 津野町","2010100000","2010年度","","6,407","731","3,258","2,418"
"39411","高知県 津野町","2005100000","2005年度","","6,862","836","3,565","2,461"
"39411","高知県 津野町","2000100000","2000年度","","7,258","984","3,853","2,421"
"39411","高知県 津野町","1995100000","1995年度","","7,554","1,151","4,200","2,203"
"39411","高知県 津野町","1990100000","1990年度","","8,000","1,412","4,660","1,928"
"39411","高知県 津野町","1985100000","1985年度","","8,354","1,652","4,975","1,727"
"39411","高知県 津野町","1980100000","1980年度","","8,712","1,713","5,314","1,685"
"39412","高知県 四万十町","2020100000","2020年度","","15,607","1,479","7,061","6,979"
"39412","高知県 四万十町","2015100000","2015年度","","17,325","1,739","8,224","7,323"
"39412","高知県 四万十町","2010100000","2010年度","","18,733","2,050","9,470","7,209"
"39412","高知県 四万十町","2005100000","2005年度","","20,527","2,452","10,884","7,191"
"39412","高知県 四万十町","2000100000","2000年度","","21,844","2,911","12,038","6,895"
"39412","高知県 四万十町","1995100000","1995年度","","23,081","3,466","13,484","6,131"
"39412","高知県 四万十町","1990100000","1990年度","","24,226","4,127","14,648","5,451"
"39412","高知県 四万十町","1985100000","1985年度","","25,622","4,893","16,001","4,728"
"39412","高知県 四万十町","1980100000","1980年度","","26,438","5,219","16,848","4,370"
"39424","高知県 大月町","2020100000","2020年度","","4,434","312","1,946","2,176"
"39424","高知県 大月町","2015100000","2015年度","","5,095","446","2,409","2,240"
"39424","高知県 大月町","2010100000","2010年度","","5,783","569","2,941","2,273"
"39424","高知県 大月町","2005100000","2005年度","","6,437","722","3,419","2,296"
"39424","高知県 大月町","2000100000","2000年度","","6,956","897","3,790","2,267"
"39424","高知県 大月町","1995100000","1995年度","","7,422","1,123","4,226","2,073"
"39424","高知県 大月町","1990100000","1990年度","","7,941","1,448","4,674","1,817"
"39424","高知県 大月町","1985100000","1985年度","","8,596","1,752","5,304","1,540"
"39424","高知県 大月町","1980100000","1980年度","","8,865","1,898","5,585","1,382"
"39427","高知県 三原村","2020100000","2020年度","","1,437","104","657","676"
"39427","高知県 三原村","2015100000","2015年度","","1,574","145","716","713"
"39427","高知県 三原村","2010100000","2010年度","","1,681","162","826","693"
"39427","高知県 三原村","2005100000","2005年度","","1,808","196","920","692"
"39427","高知県 三原村","2000100000","2000年度","","1,871","221","1,022","628"
"39427","高知県 三原村","1995100000","1995年度","","1,986","268","1,154","564"
"39427","高知県 三原村","1990100000","1990年度","","2,005","310","1,236","459"
"39427","高知県 三原村","1985100000","1985年度","","2,156","368","1,371","417"
"39427","高知県 三原村","1980100000","1980年度","","2,195","387","1,436","372"
"39428","高知県 黒潮町","2020100000","2020年度","","10,262","891","4,757","4,614"
"39428","高知県 黒潮町","2015100000","2015年度","","11,217","1,036","5,562","4,618"
"39428","高知県 黒潮町","2010100000","2010年度","","12,366","1,257","6,755","4,353"
"39428","高知県 黒潮町","2005100000","2005年度","","13,437","1,540","7,565","4,332"
"39428","高知県 黒潮町","2000100000","2000年度","","14,208","1,885","8,133","4,186"
"39428","高知県 黒潮町","1995100000","1995年度","","15,024","2,335","8,851","3,838"
"39428","高知県 黒潮町","1990100000","1990年度","","15,395","2,744","9,394","3,257"
"39428","高知県 黒潮町","1985100000","1985年度","","16,009","3,256","9,962","2,790"
"39428","高知県 黒潮町","1980100000","1980年度","","16,116","3,346","10,322","2,448"
"40100","福岡県 北九州市","2020100000","2020年度","","939,029","109,590","503,800","286,177"
"40100","福岡県 北九州市","2015100000","2015年度","","961,286","119,448","549,397","277,120"
"40100","福岡県 北九州市","2010100000","2010年度","","976,846","126,391","599,183","244,860"
"40100","福岡県 北九州市","2005100000","2005年度","","993,525","131,893","639,776","220,985"
"40100","福岡県 北九州市","2000100000","2000年度","","1,011,471","140,202","675,675","194,250"
"40100","福岡県 北九州市","1995100000","1995年度","","1,019,598","156,649","701,664","160,584"
"40100","福岡県 北九州市","1990100000","1990年度","","1,026,455","182,798","709,516","130,423"
"40100","福岡県 北九州市","1985100000","1985年度","","1,056,402","223,518","723,711","108,757"
"40100","福岡県 北九州市","1980100000","1980年度","","1,065,078","246,184","725,073","92,691"
"40130","福岡県 福岡市","2020100000","2020年度","","1,612,392","204,973","990,298","338,930"
"40130","福岡県 福岡市","2015100000","2015年度","","1,538,681","199,923","996,401","312,331"
"40130","福岡県 福岡市","2010100000","2010年度","","1,463,743","191,824","997,884","254,085"
"40130","福岡県 福岡市","2005100000","2005年度","","1,401,279","187,960","983,585","213,380"
"40130","福岡県 福岡市","2000100000","2000年度","","1,341,470","191,092","967,799","177,771"
"40130","福岡県 福岡市","1995100000","1995年度","","1,284,795","205,266","933,196","141,943"
"40130","福岡県 福岡市","1990100000","1990年度","","1,237,062","231,390","885,821","112,654"
"40130","福岡県 福岡市","1985100000","1985年度","","1,160,440","252,373","816,422","90,726"
"40130","福岡県 福岡市","1980100000","1980年度","","1,088,588","253,071","758,413","74,785"
"40202","福岡県 大牟田市","2020100000","2020年度","","111,281","12,194","56,397","41,290"
"40202","福岡県 大牟田市","2015100000","2015年度","","117,360","12,726","62,270","40,542"
"40202","福岡県 大牟田市","2010100000","2010年度","","123,638","14,235","71,030","37,816"
"40202","福岡県 大牟田市","2005100000","2005年度","","131,090","16,041","77,851","36,752"
"40202","福岡県 大牟田市","2000100000","2000年度","","138,629","19,029","84,555","34,922"
"40202","福岡県 大牟田市","1995100000","1995年度","","145,085","22,112","91,015","31,887"
"40202","福岡県 大牟田市","1990100000","1990年度","","150,453","26,173","96,363","27,716"
"40202","福岡県 大牟田市","1985100000","1985年度","","159,424","31,633","103,843","23,917"
"40202","福岡県 大牟田市","1980100000","1980年度","","163,000","33,494","108,766","20,702"
"40203","福岡県 久留米市","2020100000","2020年度","","303,316","37,877","160,800","80,051"
"40203","福岡県 久留米市","2015100000","2015年度","","304,552","41,133","179,398","76,256"
"40203","福岡県 久留米市","2010100000","2010年度","","302,402","41,720","189,948","66,194"
"40203","福岡県 久留米市","2005100000","2005年度","","306,434","45,379","199,592","59,168"
"40203","福岡県 久留米市","2000100000","2000年度","","304,884","48,147","204,550","51,616"
"40203","福岡県 久留米市","1995100000","1995年度","","302,741","53,030","205,994","43,653"
"40203","福岡県 久留米市","1990100000","1990年度","","294,665","57,832","198,960","36,613"
"40203","福岡県 久留米市","1985100000","1985年度","","288,574","64,781","192,191","31,588"
"40203","福岡県 久留米市","1980100000","1980年度","","280,291","65,847","186,440","27,955"
"40204","福岡県 直方市","2020100000","2020年度","","56,212","7,336","29,633","19,005"
"40204","福岡県 直方市","2015100000","2015年度","","57,146","7,455","31,585","17,941"
"40204","福岡県 直方市","2010100000","2010年度","","57,686","7,355","34,335","15,930"
"40204","福岡県 直方市","2005100000","2005年度","","57,497","7,298","35,607","14,568"
"40204","福岡県 直方市","2000100000","2000年度","","59,182","8,234","38,056","12,842"
"40204","福岡県 直方市","1995100000","1995年度","","61,623","9,875","40,689","10,997"
"40204","福岡県 直方市","1990100000","1990年度","","62,530","11,536","41,991","8,979"
"40204","福岡県 直方市","1985100000","1985年度","","64,479","13,724","43,142","7,613"
"40204","福岡県 直方市","1980100000","1980年度","","62,595","14,049","41,987","6,559"
"40205","福岡県 飯塚市","2020100000","2020年度","","126,364","16,215","68,782","39,727"
"40205","福岡県 飯塚市","2015100000","2015年度","","129,146","16,338","74,512","37,210"
"40205","福岡県 飯塚市","2010100000","2010年度","","131,492","16,856","81,768","32,755"
"40205","福岡県 飯塚市","2005100000","2005年度","","133,357","17,335","85,759","30,213"
"40205","福岡県 飯塚市","2000100000","2000年度","","136,701","19,200","89,942","27,520"
"40205","福岡県 飯塚市","1995100000","1995年度","","140,463","22,487","93,118","24,627"
"40205","福岡県 飯塚市","1990100000","1990年度","","139,663","26,143","92,145","21,137"
"40205","福岡県 飯塚市","1985100000","1985年度","","138,825","29,340","91,046","18,439"
"40205","福岡県 飯塚市","1980100000","1980年度","","135,852","28,652","90,609","16,533"
"40206","福岡県 田川市","2020100000","2020年度","","46,203","5,711","23,890","15,939"
"40206","福岡県 田川市","2015100000","2015年度","","48,441","6,278","26,553","15,480"
"40206","福岡県 田川市","2010100000","2010年度","","50,605","6,524","29,867","14,163"
"40206","福岡県 田川市","2005100000","2005年度","","51,534","6,601","30,767","13,458"
"40206","福岡県 田川市","2000100000","2000年度","","54,027","7,476","33,661","12,868"
"40206","福岡県 田川市","1995100000","1995年度","","56,547","8,667","36,056","11,807"
"40206","福岡県 田川市","1990100000","1990年度","","57,700","10,026","36,942","10,571"
"40206","福岡県 田川市","1985100000","1985年度","","59,727","11,479","38,816","9,370"
"40206","福岡県 田川市","1980100000","1980年度","","60,077","11,916","39,886","8,231"
"40207","福岡県 柳川市","2020100000","2020年度","","64,475","7,632","34,830","21,580"
"40207","福岡県 柳川市","2015100000","2015年度","","67,777","8,345","38,542","20,815"
"40207","福岡県 柳川市","2010100000","2010年度","","71,375","9,195","43,015","19,165"
"40207","福岡県 柳川市","2005100000","2005年度","","74,539","10,320","46,234","17,985"
"40207","福岡県 柳川市","2000100000","2000年度","","77,612","11,890","49,577","16,123"
"40207","福岡県 柳川市","1995100000","1995年度","","79,806","13,721","52,172","13,907"
"40207","福岡県 柳川市","1990100000","1990年度","","80,531","15,208","53,389","11,934"
"40207","福岡県 柳川市","1985100000","1985年度","","81,863","17,206","54,308","10,349"
"40207","福岡県 柳川市","1980100000","1980年度","","82,185","18,772","53,917","9,496"
"40210","福岡県 八女市","2020100000","2020年度","","60,608","7,024","30,942","22,037"
"40210","福岡県 八女市","2015100000","2015年度","","64,408","7,604","35,223","21,451"
"40210","福岡県 八女市","2010100000","2010年度","","69,057","8,613","39,892","20,519"
"40210","福岡県 八女市","2005100000","2005年度","","73,262","10,056","43,043","20,162"
"40210","福岡県 八女市","2000100000","2000年度","","76,689","11,846","46,046","18,794"
"40210","福岡県 八女市","1995100000","1995年度","","79,492","13,969","49,017","16,469"
"40210","福岡県 八女市","1990100000","1990年度","","81,895","15,883","51,744","14,241"
"40210","福岡県 八女市","1985100000","1985年度","","84,556","17,402","54,408","12,746"
"40210","福岡県 八女市","1980100000","1980年度","","85,078","18,316","55,028","11,734"
"40211","福岡県 筑後市","2020100000","2020年度","","48,827","7,103","28,176","13,329"
"40211","福岡県 筑後市","2015100000","2015年度","","48,339","7,120","28,679","12,456"
"40211","福岡県 筑後市","2010100000","2010年度","","48,512","7,250","29,578","10,918"
"40211","福岡県 筑後市","2005100000","2005年度","","47,844","7,550","30,266","9,980"
"40211","福岡県 筑後市","2000100000","2000年度","","47,348","7,801","30,646","8,891"
"40211","福岡県 筑後市","1995100000","1995年度","","45,289","7,839","29,834","7,599"
"40211","福岡県 筑後市","1990100000","1990年度","","43,835","8,533","28,950","6,351"
"40211","福岡県 筑後市","1985100000","1985年度","","43,359","9,391","28,459","5,508"
"40211","福岡県 筑後市","1980100000","1980年度","","41,698","9,517","27,166","5,014"
"40212","福岡県 大川市","2020100000","2020年度","","32,988","3,451","17,544","11,791"
"40212","福岡県 大川市","2015100000","2015年度","","34,838","3,668","19,579","11,456"
"40212","福岡県 大川市","2010100000","2010年度","","37,448","4,488","22,236","10,698"
"40212","福岡県 大川市","2005100000","2005年度","","39,213","5,379","24,130","9,701"
"40212","福岡県 大川市","2000100000","2000年度","","41,338","6,126","26,573","8,613"
"40212","福岡県 大川市","1995100000","1995年度","","43,341","7,149","28,768","7,424"
"40212","福岡県 大川市","1990100000","1990年度","","45,704","8,547","30,747","6,388"
"40212","福岡県 大川市","1985100000","1985年度","","47,837","10,190","32,051","5,596"
"40212","福岡県 大川市","1980100000","1980年度","","49,537","12,047","32,399","5,091"
"40213","福岡県 行橋市","2020100000","2020年度","","71,426","9,417","39,439","21,649"
"40213","福岡県 行橋市","2015100000","2015年度","","70,586","9,592","41,059","19,770"
"40213","福岡県 行橋市","2010100000","2010年度","","70,468","9,807","43,686","16,843"
"40213","福岡県 行橋市","2005100000","2005年度","","70,070","10,321","45,243","14,505"
"40213","福岡県 行橋市","2000100000","2000年度","","69,737","10,925","46,384","12,428"
"40213","福岡県 行橋市","1995100000","1995年度","","67,833","11,689","45,813","10,331"
"40213","福岡県 行橋市","1990100000","1990年度","","65,711","12,733","44,580","8,388"
"40213","福岡県 行橋市","1985100000","1985年度","","65,527","15,281","43,248","6,998"
"40213","福岡県 行橋市","1980100000","1980年度","","61,838","15,324","40,489","6,017"
"40214","福岡県 豊前市","2020100000","2020年度","","24,391","2,818","12,298","9,127"
"40214","福岡県 豊前市","2015100000","2015年度","","25,940","3,087","13,609","8,964"
"40214","福岡県 豊前市","2010100000","2010年度","","27,031","3,395","15,430","8,204"
"40214","福岡県 豊前市","2005100000","2005年度","","28,104","3,686","16,481","7,936"
"40214","福岡県 豊前市","2000100000","2000年度","","29,133","4,035","17,630","7,468"
"40214","福岡県 豊前市","1995100000","1995年度","","29,716","4,467","18,665","6,584"
"40214","福岡県 豊前市","1990100000","1990年度","","31,089","5,408","19,959","5,722"
"40214","福岡県 豊前市","1985100000","1985年度","","31,985","6,486","20,593","4,906"
"40214","福岡県 豊前市","1980100000","1980年度","","31,701","6,930","20,473","4,298"
"40215","福岡県 中間市","2020100000","2020年度","","40,362","4,405","20,583","15,106"
"40215","福岡県 中間市","2015100000","2015年度","","41,796","4,616","22,489","14,585"
"40215","福岡県 中間市","2010100000","2010年度","","44,210","5,122","25,915","13,124"
"40215","福岡県 中間市","2005100000","2005年度","","46,560","5,720","29,008","11,832"
"40215","福岡県 中間市","2000100000","2000年度","","48,032","6,452","31,279","10,298"
"40215","福岡県 中間市","1995100000","1995年度","","49,353","7,443","33,330","8,579"
"40215","福岡県 中間市","1990100000","1990年度","","49,216","8,609","33,835","6,724"
"40215","福岡県 中間市","1985100000","1985年度","","50,294","10,675","34,307","5,312"
"40215","福岡県 中間市","1980100000","1980年度","","48,647","11,092","33,481","4,074"
"40216","福岡県 小郡市","2020100000","2020年度","","59,360","8,115","33,967","16,834"
"40216","福岡県 小郡市","2015100000","2015年度","","57,983","8,286","34,489","15,089"
"40216","福岡県 小郡市","2010100000","2010年度","","58,499","9,094","36,205","13,162"
"40216","福岡県 小郡市","2005100000","2005年度","","57,481","9,341","36,732","11,406"
"40216","福岡県 小郡市","2000100000","2000年度","","54,583","9,032","36,187","9,356"
"40216","福岡県 小郡市","1995100000","1995年度","","50,612","8,682","34,523","7,407"
"40216","福岡県 小郡市","1990100000","1990年度","","47,116","9,214","32,040","5,851"
"40216","福岡県 小郡市","1985100000","1985年度","","43,811","9,816","29,483","4,504"
"40216","福岡県 小郡市","1980100000","1980年度","","41,057","9,993","27,335","3,726"
"40217","福岡県 筑紫野市","2020100000","2020年度","","103,311","14,813","60,682","26,417"
"40217","福岡県 筑紫野市","2015100000","2015年度","","101,081","14,927","62,860","23,028"
"40217","福岡県 筑紫野市","2010100000","2010年度","","100,172","15,175","66,368","18,504"
"40217","福岡県 筑紫野市","2005100000","2005年度","","97,571","14,937","67,142","15,459"
"40217","福岡県 筑紫野市","2000100000","2000年度","","93,049","15,267","65,000","12,750"
"40217","福岡県 筑紫野市","1995100000","1995年度","","81,988","15,024","56,786","9,944"
"40217","福岡県 筑紫野市","1990100000","1990年度","","70,303","13,811","48,681","7,573"
"40217","福岡県 筑紫野市","1985100000","1985年度","","63,242","14,427","42,980","5,835"
"40217","福岡県 筑紫野市","1980100000","1980年度","","57,966","13,970","39,368","4,624"
"40218","福岡県 春日市","2020100000","2020年度","","111,023","16,905","67,730","24,377"
"40218","福岡県 春日市","2015100000","2015年度","","110,743","17,497","70,196","21,576"
"40218","福岡県 春日市","2010100000","2010年度","","106,780","17,670","71,569","17,151"
"40218","福岡県 春日市","2005100000","2005年度","","108,402","18,730","73,324","14,023"
"40218","福岡県 春日市","2000100000","2000年度","","105,219","19,243","74,390","11,095"
"40218","福岡県 春日市","1995100000","1995年度","","99,206","20,068","70,863","8,132"
"40218","福岡県 春日市","1990100000","1990年度","","88,699","19,841","62,539","6,136"
"40218","福岡県 春日市","1985100000","1985年度","","75,555","18,743","52,212","4,589"
"40218","福岡県 春日市","1980100000","1980年度","","65,838","17,453","44,784","3,526"
"40219","福岡県 大野城市","2020100000","2020年度","","102,085","15,654","61,537","22,374"
"40219","福岡県 大野城市","2015100000","2015年度","","99,525","15,767","63,103","20,226"
"40219","福岡県 大野城市","2010100000","2010年度","","95,087","15,363","63,292","16,290"
"40219","福岡県 大野城市","2005100000","2005年度","","92,748","15,413","63,649","13,521"
"40219","福岡県 大野城市","2000100000","2000年度","","89,414","15,563","62,976","10,856"
"40219","福岡県 大野城市","1995100000","1995年度","","82,903","15,442","59,036","8,172"
"40219","福岡県 大野城市","1990100000","1990年度","","75,214","15,808","52,882","6,209"
"40219","福岡県 大野城市","1985100000","1985年度","","69,435","17,443","47,475","4,514"
"40219","福岡県 大野城市","1980100000","1980年度","","64,109","17,773","42,729","3,408"
"40220","福岡県 宗像市","2020100000","2020年度","","97,095","13,338","53,601","28,276"
"40220","福岡県 宗像市","2015100000","2015年度","","96,516","13,057","57,512","25,527"
"40220","福岡県 宗像市","2010100000","2010年度","","95,501","12,807","60,993","21,476"
"40220","福岡県 宗像市","2005100000","2005年度","","94,148","13,021","62,833","18,281"
"40220","福岡県 宗像市","2000100000","2000年度","","92,056","14,339","61,826","15,557"
"40220","福岡県 宗像市","1995100000","1995年度","","86,938","15,692","58,627","12,618"
"40220","福岡県 宗像市","1990100000","1990年度","","78,197","15,333","52,741","9,540"
"40220","福岡県 宗像市","1985100000","1985年度","","71,389","15,600","48,593","7,196"
"40220","福岡県 宗像市","1980100000","1980年度","","66,985","15,465","45,645","5,852"
"40221","福岡県 太宰府市","2020100000","2020年度","","73,164","10,355","41,044","20,332"
"40221","福岡県 太宰府市","2015100000","2015年度","","72,168","10,549","42,658","18,632"
"40221","福岡県 太宰府市","2010100000","2010年度","","70,482","10,045","45,099","15,129"
"40221","福岡県 太宰府市","2005100000","2005年度","","67,087","9,041","45,671","12,359"
"40221","福岡県 太宰府市","2000100000","2000年度","","66,099","8,948","46,351","10,188"
"40221","福岡県 太宰府市","1995100000","1995年度","","64,913","9,825","46,277","8,355"
"40221","福岡県 太宰府市","1990100000","1990年度","","62,402","11,648","44,022","6,440"
"40221","福岡県 太宰府市","1985100000","1985年度","","57,737","13,406","39,418","4,877"
"40221","福岡県 太宰府市","1980100000","1980年度","","50,273","12,545","33,992","3,720"
"40223","福岡県 古賀市","2020100000","2020年度","","58,786","8,364","34,049","16,247"
"40223","福岡県 古賀市","2015100000","2015年度","","57,959","8,266","35,455","14,123"
"40223","福岡県 古賀市","2010100000","2010年度","","57,920","8,450","38,263","11,134"
"40223","福岡県 古賀市","2005100000","2005年度","","55,943","8,484","38,267","9,188"
"40223","福岡県 古賀市","2000100000","2000年度","","55,476","9,661","38,150","7,563"
"40223","福岡県 古賀市","1995100000","1995年度","","51,244","9,849","35,306","6,052"
"40223","福岡県 古賀市","1990100000","1990年度","","45,725","9,974","30,939","4,797"
"40223","福岡県 古賀市","1985100000","1985年度","","41,311","10,244","27,273","3,794"
"40223","福岡県 古賀市","1980100000","1980年度","","35,562","9,006","23,544","2,999"
"40224","福岡県 福津市","2020100000","2020年度","","67,033","10,984","36,478","18,887"
"40224","福岡県 福津市","2015100000","2015年度","","58,781","8,402","33,451","16,917"
"40224","福岡県 福津市","2010100000","2010年度","","55,431","7,085","34,005","14,337"
"40224","福岡県 福津市","2005100000","2005年度","","55,677","7,228","36,186","12,231"
"40224","福岡県 福津市","2000100000","2000年度","","55,778","7,877","37,405","10,380"
"40224","福岡県 福津市","1995100000","1995年度","","54,144","8,807","36,438","8,815"
"40224","福岡県 福津市","1990100000","1990年度","","49,573","9,562","33,254","6,757"
"40224","福岡県 福津市","1985100000","1985年度","","47,504","10,742","31,214","5,548"
"40224","福岡県 福津市","1980100000","1980年度","","42,131","9,748","27,841","4,541"
"40225","福岡県 うきは市","2020100000","2020年度","","27,981","3,377","13,999","9,876"
"40225","福岡県 うきは市","2015100000","2015年度","","29,509","3,823","16,272","9,414"
"40225","福岡県 うきは市","2010100000","2010年度","","31,640","4,264","18,608","8,749"
"40225","福岡県 うきは市","2005100000","2005年度","","32,902","4,677","19,821","8,404"
"40225","福岡県 うきは市","2000100000","2000年度","","34,045","5,322","20,898","7,821"
"40225","福岡県 うきは市","1995100000","1995年度","","35,179","6,134","22,026","7,019"
"40225","福岡県 うきは市","1990100000","1990年度","","35,910","7,215","22,755","5,939"
"40225","福岡県 うきは市","1985100000","1985年度","","36,845","8,246","23,285","5,314"
"40225","福岡県 うきは市","1980100000","1980年度","","36,762","8,640","23,283","4,839"
"40226","福岡県 宮若市","2020100000","2020年度","","26,298","3,141","13,393","9,644"
"40226","福岡県 宮若市","2015100000","2015年度","","28,112","3,452","15,289","9,312"
"40226","福岡県 宮若市","2010100000","2010年度","","30,081","3,810","17,561","8,708"
"40226","福岡県 宮若市","2005100000","2005年度","","30,630","3,756","18,261","8,556"
"40226","福岡県 宮若市","2000100000","2000年度","","31,225","4,186","18,951","8,088"
"40226","福岡県 宮若市","1995100000","1995年度","","32,197","5,061","19,802","7,334"
"40226","福岡県 宮若市","1990100000","1990年度","","32,678","5,757","20,558","6,354"
"40226","福岡県 宮若市","1985100000","1985年度","","33,165","6,355","21,395","5,415"
"40226","福岡県 宮若市","1980100000","1980年度","","33,670","6,390","22,366","4,899"
"40227","福岡県 嘉麻市","2020100000","2020年度","","35,473","3,893","17,155","14,340"
"40227","福岡県 嘉麻市","2015100000","2015年度","","38,743","4,416","20,479","13,828"
"40227","福岡県 嘉麻市","2010100000","2010年度","","42,589","5,156","24,520","12,910"
"40227","福岡県 嘉麻市","2005100000","2005年度","","45,929","5,777","27,177","12,880"
"40227","福岡県 嘉麻市","2000100000","2000年度","","48,378","6,638","29,421","12,240"
"40227","福岡県 嘉麻市","1995100000","1995年度","","50,804","8,055","31,283","11,466"
"40227","福岡県 嘉麻市","1990100000","1990年度","","52,497","9,655","32,761","10,051"
"40227","福岡県 嘉麻市","1985100000","1985年度","","54,510","10,830","34,649","9,031"
"40227","福岡県 嘉麻市","1980100000","1980年度","","54,703","10,656","36,062","7,984"
"40228","福岡県 朝倉市","2020100000","2020年度","","50,273","6,071","26,115","17,523"
"40228","福岡県 朝倉市","2015100000","2015年度","","52,444","6,307","28,952","16,607"
"40228","福岡県 朝倉市","2010100000","2010年度","","56,355","7,255","33,467","15,560"
"40228","福岡県 朝倉市","2005100000","2005年度","","59,385","8,223","36,066","15,048"
"40228","福岡県 朝倉市","2000100000","2000年度","","61,707","9,501","37,879","14,302"
"40228","福岡県 朝倉市","1995100000","1995年度","","62,593","10,973","39,051","12,566"
"40228","福岡県 朝倉市","1990100000","1990年度","","63,724","12,617","40,200","10,834"
"40228","福岡県 朝倉市","1985100000","1985年度","","65,128","14,040","41,482","9,606"
"40228","福岡県 朝倉市","1980100000","1980年度","","64,623","14,090","41,906","8,625"
"40229","福岡県 みやま市","2020100000","2020年度","","35,861","3,992","18,024","13,749"
