"","","","","/項目 コード","A1101","A1301","A1302","A1303"
"地域 コード","地域","調査年 コード","調査年","/項目","A1101_総人口【人】","A1301_15歳未満人口【人】","A1302_15～64歳人口【人】","A1303_65歳以上人口【人】"
"06209","山形県 長井市","1990100000","1990年度","","33,260","6,002","21,435","5,823"
"06209","山形県 長井市","1985100000","1985年度","","33,490","6,685","22,042","4,763"
"06209","山形県 長井市","1980100000","1980年度","","33,286","6,862","22,163","4,259"
"06210","山形県 天童市","2020100000","2020年度","","62,140","8,060","35,110","18,761"
"06210","山形県 天童市","2015100000","2015年度","","62,194","8,195","36,602","17,146"
"06210","山形県 天童市","2010100000","2010年度","","62,214","8,615","38,297","15,070"
"06210","山形県 天童市","2005100000","2005年度","","63,864","9,386","40,713","13,763"
"06210","山形県 天童市","2000100000","2000年度","","63,231","10,008","41,228","11,995"
"06210","山形県 天童市","1995100000","1995年度","","60,626","10,462","40,060","10,104"
"06210","山形県 天童市","1990100000","1990年度","","57,339","11,025","38,086","8,168"
"06210","山形県 天童市","1985100000","1985年度","","55,123","11,817","36,766","6,540"
"06210","山形県 天童市","1980100000","1980年度","","52,597","11,745","35,374","5,478"
"06211","山形県 東根市","2020100000","2020年度","","47,682","6,548","27,344","13,441"
"06211","山形県 東根市","2015100000","2015年度","","47,768","6,809","28,470","12,482"
"06211","山形県 東根市","2010100000","2010年度","","46,414","6,684","28,387","11,324"
"06211","山形県 東根市","2005100000","2005年度","","45,834","6,730","28,432","10,641"
"06211","山形県 東根市","2000100000","2000年度","","44,800","7,002","28,442","9,334"
"06211","山形県 東根市","1995100000","1995年度","","43,208","7,331","28,042","7,835"
"06211","山形県 東根市","1990100000","1990年度","","42,751","8,082","28,371","6,276"
"06211","山形県 東根市","1985100000","1985年度","","41,874","8,491","28,121","5,260"
"06211","山形県 東根市","1980100000","1980年度","","40,559","8,514","27,415","4,630"
"06212","山形県 尾花沢市","2020100000","2020年度","","14,971","1,459","7,278","6,232"
"06212","山形県 尾花沢市","2015100000","2015年度","","16,953","1,846","8,877","6,229"
"06212","山形県 尾花沢市","2010100000","2010年度","","18,955","2,176","10,616","6,163"
"06212","山形県 尾花沢市","2005100000","2005年度","","20,695","2,594","11,667","6,434"
"06212","山形県 尾花沢市","2000100000","2000年度","","22,010","3,105","12,772","6,133"
"06212","山形県 尾花沢市","1995100000","1995年度","","23,127","3,812","13,971","5,344"
"06212","山形県 尾花沢市","1990100000","1990年度","","23,909","4,499","14,994","4,410"
"06212","山形県 尾花沢市","1985100000","1985年度","","24,801","4,866","16,162","3,773"
"06212","山形県 尾花沢市","1980100000","1980年度","","25,231","4,907","17,089","3,235"
"06213","山形県 南陽市","2020100000","2020年度","","30,420","3,516","16,493","10,339"
"06213","山形県 南陽市","2015100000","2015年度","","32,285","3,911","18,290","10,031"
"06213","山形県 南陽市","2010100000","2010年度","","33,658","4,296","19,817","9,545"
"06213","山形県 南陽市","2005100000","2005年度","","35,190","4,840","21,027","9,323"
"06213","山形県 南陽市","2000100000","2000年度","","36,191","5,577","21,802","8,810"
"06213","山形県 南陽市","1995100000","1995年度","","36,810","6,311","22,877","7,622"
"06213","山形県 南陽市","1990100000","1990年度","","36,977","6,970","23,660","6,341"
"06213","山形県 南陽市","1985100000","1985年度","","37,146","7,536","24,277","5,323"
"06213","山形県 南陽市","1980100000","1980年度","","36,682","7,618","24,255","4,809"
"06301","山形県 山辺町","2020100000","2020年度","","13,725","1,626","7,372","4,715"
"06301","山形県 山辺町","2015100000","2015年度","","14,369","1,703","7,818","4,381"
"06301","山形県 山辺町","2010100000","2010年度","","15,139","1,913","9,060","4,166"
"06301","山形県 山辺町","2005100000","2005年度","","15,415","1,977","9,371","4,067"
"06301","山形県 山辺町","2000100000","2000年度","","15,512","2,326","9,366","3,820"
"06301","山形県 山辺町","1995100000","1995年度","","15,357","2,637","9,593","3,126"
"06301","山形県 山辺町","1990100000","1990年度","","15,016","2,833","9,610","2,573"
"06301","山形県 山辺町","1985100000","1985年度","","14,369","2,857","9,487","2,025"
"06301","山形県 山辺町","1980100000","1980年度","","14,281","2,930","9,542","1,809"
"06302","山形県 中山町","2020100000","2020年度","","10,746","1,132","5,779","3,835"
"06302","山形県 中山町","2015100000","2015年度","","11,363","1,293","6,500","3,570"
"06302","山形県 中山町","2010100000","2010年度","","12,015","1,495","7,196","3,324"
"06302","山形県 中山町","2005100000","2005年度","","12,523","1,741","7,581","3,201"
"06302","山形県 中山町","2000100000","2000年度","","12,573","1,909","7,716","2,948"
"06302","山形県 中山町","1995100000","1995年度","","12,390","2,146","7,615","2,629"
"06302","山形県 中山町","1990100000","1990年度","","11,773","2,266","7,379","2,128"
"06302","山形県 中山町","1985100000","1985年度","","11,873","2,363","7,713","1,797"
"06302","山形県 中山町","1980100000","1980年度","","11,624","2,262","7,740","1,622"
"06321","山形県 河北町","2020100000","2020年度","","17,641","1,908","9,078","6,639"
"06321","山形県 河北町","2015100000","2015年度","","18,952","2,234","10,350","6,359"
"06321","山形県 河北町","2010100000","2010年度","","19,959","2,441","11,559","5,949"
"06321","山形県 河北町","2005100000","2005年度","","20,738","2,725","12,195","5,818"
"06321","山形県 河北町","2000100000","2000年度","","21,476","3,181","12,833","5,459"
"06321","山形県 河北町","1995100000","1995年度","","21,930","3,774","13,300","4,856"
"06321","山形県 河北町","1990100000","1990年度","","22,287","4,290","13,761","4,236"
"06321","山形県 河北町","1985100000","1985年度","","22,311","4,465","14,179","3,667"
"06321","山形県 河北町","1980100000","1980年度","","21,880","4,306","14,328","3,246"
"06322","山形県 西川町","2020100000","2020年度","","4,956","425","2,265","2,262"
"06322","山形県 西川町","2015100000","2015年度","","5,636","550","2,829","2,257"
"06322","山形県 西川町","2010100000","2010年度","","6,270","679","3,317","2,274"
"06322","山形県 西川町","2005100000","2005年度","","6,917","816","3,715","2,386"
"06322","山形県 西川町","2000100000","2000年度","","7,452","974","4,091","2,387"
"06322","山形県 西川町","1995100000","1995年度","","8,208","1,247","4,766","2,195"
"06322","山形県 西川町","1990100000","1990年度","","8,554","1,475","5,206","1,873"
"06322","山形県 西川町","1985100000","1985年度","","9,511","1,620","6,225","1,666"
"06322","山形県 西川町","1980100000","1980年度","","9,473","1,622","6,370","1,481"
"06323","山形県 朝日町","2020100000","2020年度","","6,366","561","2,976","2,828"
"06323","山形県 朝日町","2015100000","2015年度","","7,119","695","3,618","2,806"
"06323","山形県 朝日町","2010100000","2010年度","","7,856","822","4,236","2,798"
"06323","山形県 朝日町","2005100000","2005年度","","8,593","992","4,725","2,876"
"06323","山形県 朝日町","2000100000","2000年度","","9,337","1,288","5,169","2,880"
"06323","山形県 朝日町","1995100000","1995年度","","9,819","1,565","5,602","2,652"
"06323","山形県 朝日町","1990100000","1990年度","","10,417","1,896","6,186","2,335"
"06323","山形県 朝日町","1985100000","1985年度","","10,875","2,067","6,817","1,991"
"06323","山形県 朝日町","1980100000","1980年度","","11,109","2,125","7,136","1,848"
"06324","山形県 大江町","2020100000","2020年度","","7,646","761","3,850","3,035"
"06324","山形県 大江町","2015100000","2015年度","","8,472","912","4,520","3,040"
"06324","山形県 大江町","2010100000","2010年度","","9,227","1,059","5,185","2,983"
"06324","山形県 大江町","2005100000","2005年度","","9,915","1,257","5,556","3,102"
"06324","山形県 大江町","2000100000","2000年度","","10,477","1,513","5,931","3,033"
"06324","山形県 大江町","1995100000","1995年度","","10,537","1,701","6,183","2,653"
"06324","山形県 大江町","1990100000","1990年度","","10,724","1,901","6,525","2,298"
"06324","山形県 大江町","1985100000","1985年度","","11,061","2,117","6,989","1,955"
"06324","山形県 大江町","1980100000","1980年度","","11,374","2,186","7,464","1,724"
"06341","山形県 大石田町","2020100000","2020年度","","6,577","603","3,342","2,632"
"06341","山形県 大石田町","2015100000","2015年度","","7,357","814","3,985","2,557"
"06341","山形県 大石田町","2010100000","2010年度","","8,160","956","4,691","2,513"
"06341","山形県 大石田町","2005100000","2005年度","","8,824","1,126","5,178","2,520"
"06341","山形県 大石田町","2000100000","2000年度","","9,400","1,306","5,598","2,496"
"06341","山形県 大石田町","1995100000","1995年度","","9,949","1,665","5,972","2,312"
"06341","山形県 大石田町","1990100000","1990年度","","10,292","2,028","6,316","1,948"
"06341","山形県 大石田町","1985100000","1985年度","","10,633","2,200","6,803","1,630"
"06341","山形県 大石田町","1980100000","1980年度","","10,685","2,127","7,148","1,410"
"06361","山形県 金山町","2020100000","2020年度","","5,071","547","2,646","1,878"
"06361","山形県 金山町","2015100000","2015年度","","5,829","704","3,249","1,876"
"06361","山形県 金山町","2010100000","2010年度","","6,365","823","3,645","1,897"
"06361","山形県 金山町","2005100000","2005年度","","6,949","979","4,052","1,918"
"06361","山形県 金山町","2000100000","2000年度","","7,381","1,209","4,318","1,854"
"06361","山形県 金山町","1995100000","1995年度","","7,665","1,401","4,613","1,651"
"06361","山形県 金山町","1990100000","1990年度","","7,886","1,635","4,915","1,336"
"06361","山形県 金山町","1985100000","1985年度","","7,872","1,688","5,121","1,063"
"06361","山形県 金山町","1980100000","1980年度","","8,037","1,722","5,422","893"
"06362","山形県 最上町","2020100000","2020年度","","8,080","838","3,982","3,260"
"06362","山形県 最上町","2015100000","2015年度","","8,902","988","4,831","3,083"
"06362","山形県 最上町","2010100000","2010年度","","9,847","1,160","5,598","3,089"
"06362","山形県 最上町","2005100000","2005年度","","10,761","1,428","6,118","3,215"
"06362","山形県 最上町","2000100000","2000年度","","11,483","1,737","6,686","3,060"
"06362","山形県 最上町","1995100000","1995年度","","12,174","2,141","7,303","2,730"
"06362","山形県 最上町","1990100000","1990年度","","12,541","2,504","7,790","2,247"
"06362","山形県 最上町","1985100000","1985年度","","13,007","2,699","8,444","1,864"
"06362","山形県 最上町","1980100000","1980年度","","13,190","2,676","8,948","1,566"
"06363","山形県 舟形町","2020100000","2020年度","","5,007","483","2,421","2,103"
"06363","山形県 舟形町","2015100000","2015年度","","5,631","596","2,985","2,050"
"06363","山形県 舟形町","2010100000","2010年度","","6,164","659","3,445","2,060"
"06363","山形県 舟形町","2005100000","2005年度","","6,671","772","3,778","2,121"
"06363","山形県 舟形町","2000100000","2000年度","","6,996","1,006","4,057","1,933"
"06363","山形県 舟形町","1995100000","1995年度","","7,546","1,326","4,484","1,736"
"06363","山形県 舟形町","1990100000","1990年度","","7,806","1,568","4,898","1,340"
"06363","山形県 舟形町","1985100000","1985年度","","7,920","1,622","5,202","1,096"
"06363","山形県 舟形町","1980100000","1980年度","","8,028","1,589","5,456","983"
"06364","山形県 真室川町","2020100000","2020年度","","7,203","689","3,508","3,006"
"06364","山形県 真室川町","2015100000","2015年度","","8,137","842","4,301","2,993"
"06364","山形県 真室川町","2010100000","2010年度","","9,165","944","5,245","2,976"
"06364","山形県 真室川町","2005100000","2005年度","","10,054","1,247","5,745","3,062"
"06364","山形県 真室川町","2000100000","2000年度","","10,592","1,552","6,193","2,847"
"06364","山形県 真室川町","1995100000","1995年度","","11,571","1,927","7,058","2,586"
"06364","山形県 真室川町","1990100000","1990年度","","12,230","2,298","7,821","2,111"
"06364","山形県 真室川町","1985100000","1985年度","","12,557","2,576","8,300","1,681"
"06364","山形県 真室川町","1980100000","1980年度","","12,888","2,666","8,742","1,480"
"06365","山形県 大蔵村","2020100000","2020年度","","3,028","335","1,505","1,188"
"06365","山形県 大蔵村","2015100000","2015年度","","3,412","415","1,825","1,172"
"06365","山形県 大蔵村","2010100000","2010年度","","3,762","439","2,112","1,211"
"06365","山形県 大蔵村","2005100000","2005年度","","4,226","560","2,397","1,269"
"06365","山形県 大蔵村","2000100000","2000年度","","4,528","717","2,587","1,224"
"06365","山形県 大蔵村","1995100000","1995年度","","4,863","884","2,855","1,124"
"06365","山形県 大蔵村","1990100000","1990年度","","4,982","982","3,111","889"
"06365","山形県 大蔵村","1985100000","1985年度","","5,203","1,076","3,363","764"
"06365","山形県 大蔵村","1980100000","1980年度","","5,301","1,132","3,507","662"
"06366","山形県 鮭川村","2020100000","2020年度","","3,902","380","1,942","1,580"
"06366","山形県 鮭川村","2015100000","2015年度","","4,317","442","2,336","1,539"
"06366","山形県 鮭川村","2010100000","2010年度","","4,862","564","2,760","1,538"
"06366","山形県 鮭川村","2005100000","2005年度","","5,447","732","3,084","1,631"
"06366","山形県 鮭川村","2000100000","2000年度","","5,829","886","3,392","1,551"
"06366","山形県 鮭川村","1995100000","1995年度","","6,092","1,059","3,668","1,365"
"06366","山形県 鮭川村","1990100000","1990年度","","6,396","1,220","4,063","1,113"
"06366","山形県 鮭川村","1985100000","1985年度","","6,616","1,339","4,387","890"
"06366","山形県 鮭川村","1980100000","1980年度","","6,645","1,308","4,591","746"
"06367","山形県 戸沢村","2020100000","2020年度","","4,199","367","2,128","1,704"
"06367","山形県 戸沢村","2015100000","2015年度","","4,773","455","2,636","1,682"
"06367","山形県 戸沢村","2010100000","2010年度","","5,304","558","3,059","1,687"
"06367","山形県 戸沢村","2005100000","2005年度","","5,915","773","3,362","1,780"
"06367","山形県 戸沢村","2000100000","2000年度","","6,450","968","3,741","1,741"
"06367","山形県 戸沢村","1995100000","1995年度","","6,959","1,212","4,216","1,531"
"06367","山形県 戸沢村","1990100000","1990年度","","7,248","1,431","4,531","1,286"
"06367","山形県 戸沢村","1985100000","1985年度","","7,421","1,528","4,826","1,067"
"06367","山形県 戸沢村","1980100000","1980年度","","7,601","1,570","5,100","931"
"06381","山形県 高畠町","2020100000","2020年度","","22,463","2,709","12,134","7,597"
"06381","山形県 高畠町","2015100000","2015年度","","23,882","3,101","13,579","7,187"
"06381","山形県 高畠町","2010100000","2010年度","","25,025","3,429","14,868","6,721"
"06381","山形県 高畠町","2005100000","2005年度","","26,026","3,735","15,660","6,631"
"06381","山形県 高畠町","2000100000","2000年度","","26,807","4,176","16,396","6,235"
"06381","山形県 高畠町","1995100000","1995年度","","26,964","4,692","16,648","5,624"
"06381","山形県 高畠町","1990100000","1990年度","","27,510","5,455","17,316","4,739"
"06381","山形県 高畠町","1985100000","1985年度","","27,576","5,855","17,751","3,970"
"06381","山形県 高畠町","1980100000","1980年度","","27,440","5,751","18,124","3,565"
"06382","山形県 川西町","2020100000","2020年度","","14,558","1,497","7,370","5,682"
"06382","山形県 川西町","2015100000","2015年度","","15,751","1,749","8,663","5,339"
"06382","山形県 川西町","2010100000","2010年度","","17,313","1,953","9,976","5,384"
"06382","山形県 川西町","2005100000","2005年度","","18,769","2,273","10,921","5,575"
"06382","山形県 川西町","2000100000","2000年度","","19,688","2,696","11,740","5,252"
"06382","山形県 川西町","1995100000","1995年度","","20,764","3,370","12,714","4,680"
"06382","山形県 川西町","1990100000","1990年度","","21,548","3,936","13,859","3,753"
"06382","山形県 川西町","1985100000","1985年度","","22,205","4,281","14,687","3,237"
"06382","山形県 川西町","1980100000","1980年度","","22,423","4,100","15,380","2,943"
"06401","山形県 小国町","2020100000","2020年度","","7,107","688","3,527","2,882"
"06401","山形県 小国町","2015100000","2015年度","","7,868","866","4,106","2,896"
"06401","山形県 小国町","2010100000","2010年度","","8,862","1,070","4,816","2,976"
"06401","山形県 小国町","2005100000","2005年度","","9,742","1,294","5,411","3,037"
"06401","山形県 小国町","2000100000","2000年度","","10,262","1,486","5,940","2,833"
"06401","山形県 小国町","1995100000","1995年度","","10,715","1,699","6,512","2,504"
"06401","山形県 小国町","1990100000","1990年度","","11,315","1,941","7,218","2,156"
"06401","山形県 小国町","1985100000","1985年度","","12,096","2,202","8,099","1,795"
"06401","山形県 小国町","1980100000","1980年度","","12,221","2,342","8,463","1,416"
"06402","山形県 白鷹町","2020100000","2020年度","","12,890","1,382","6,515","4,990"
"06402","山形県 白鷹町","2015100000","2015年度","","14,175","1,651","7,620","4,882"
"06402","山形県 白鷹町","2010100000","2010年度","","15,314","1,878","8,658","4,778"
"06402","山形県 白鷹町","2005100000","2005年度","","16,331","2,195","9,258","4,878"
"06402","山形県 白鷹町","2000100000","2000年度","","17,149","2,584","9,829","4,736"
"06402","山形県 白鷹町","1995100000","1995年度","","17,706","3,015","10,339","4,352"
"06402","山形県 白鷹町","1990100000","1990年度","","18,112","3,327","11,044","3,741"
"06402","山形県 白鷹町","1985100000","1985年度","","18,526","3,520","11,723","3,281"
"06402","山形県 白鷹町","1980100000","1980年度","","18,821","3,585","12,180","3,056"
"06403","山形県 飯豊町","2020100000","2020年度","","6,613","755","3,300","2,555"
"06403","山形県 飯豊町","2015100000","2015年度","","7,304","840","3,929","2,535"
"06403","山形県 飯豊町","2010100000","2010年度","","7,943","939","4,494","2,510"
"06403","山形県 飯豊町","2005100000","2005年度","","8,623","1,064","4,878","2,681"
"06403","山形県 飯豊町","2000100000","2000年度","","9,204","1,325","5,256","2,623"
"06403","山形県 飯豊町","1995100000","1995年度","","9,538","1,640","5,547","2,351"
"06403","山形県 飯豊町","1990100000","1990年度","","9,880","1,881","6,095","1,904"
"06403","山形県 飯豊町","1985100000","1985年度","","10,131","1,908","6,636","1,587"
"06403","山形県 飯豊町","1980100000","1980年度","","10,220","1,772","7,083","1,365"
"06426","山形県 三川町","2020100000","2020年度","","7,601","994","3,929","2,664"
"06426","山形県 三川町","2015100000","2015年度","","7,728","1,008","4,124","2,555"
"06426","山形県 三川町","2010100000","2010年度","","7,731","998","4,358","2,372"
"06426","山形県 三川町","2005100000","2005年度","","8,003","1,093","4,542","2,368"
"06426","山形県 三川町","2000100000","2000年度","","7,879","1,176","4,659","2,044"
"06426","山形県 三川町","1995100000","1995年度","","8,188","1,328","5,032","1,828"
"06426","山形県 三川町","1990100000","1990年度","","8,263","1,531","5,246","1,486"
"06426","山形県 三川町","1985100000","1985年度","","8,511","1,630","5,590","1,291"
"06426","山形県 三川町","1980100000","1980年度","","8,479","1,633","5,681","1,165"
"06428","山形県 庄内町","2020100000","2020年度","","20,151","2,161","10,362","7,578"
"06428","山形県 庄内町","2015100000","2015年度","","21,666","2,518","11,742","7,404"
"06428","山形県 庄内町","2010100000","2010年度","","23,158","2,968","13,111","7,079"
"06428","山形県 庄内町","2005100000","2005年度","","24,677","3,404","14,257","7,012"
"06428","山形県 庄内町","2000100000","2000年度","","25,489","3,785","15,305","6,386"
"06428","山形県 庄内町","1995100000","1995年度","","26,251","4,257","16,399","5,595"
"06428","山形県 庄内町","1990100000","1990年度","","26,705","4,802","17,305","4,598"
"06428","山形県 庄内町","1985100000","1985年度","","27,458","5,404","18,076","3,978"
"06428","山形県 庄内町","1980100000","1980年度","","27,798","5,642","18,614","3,542"
"06461","山形県 遊佐町","2020100000","2020年度","","13,032","1,210","6,312","5,507"
"06461","山形県 遊佐町","2015100000","2015年度","","14,207","1,400","7,518","5,289"
"06461","山形県 遊佐町","2010100000","2010年度","","15,480","1,670","8,725","5,085"
"06461","山形県 遊佐町","2005100000","2005年度","","16,852","2,018","9,729","5,105"
"06461","山形県 遊佐町","2000100000","2000年度","","18,037","2,528","10,688","4,821"
"06461","山形県 遊佐町","1995100000","1995年度","","18,895","3,032","11,542","4,321"
"06461","山形県 遊佐町","1990100000","1990年度","","19,705","3,541","12,557","3,607"
"06461","山形県 遊佐町","1985100000","1985年度","","20,271","3,957","13,285","3,029"
"06461","山形県 遊佐町","1980100000","1980年度","","20,412","4,001","13,748","2,663"
"07201","福島県 福島市","2020100000","2020年度","","282,693","31,136","160,024","84,304"
"07201","福島県 福島市","2015100000","2015年度","","294,247","34,412","175,079","80,252"
"07201","福島県 福島市","2010100000","2010年度","","292,590","39,736","180,618","68,621"
"07201","福島県 福島市","2005100000","2005年度","","297,357","43,561","192,055","61,712"
"07201","福島県 福島市","2000100000","2000年度","","297,894","46,612","196,961","54,314"
"07201","福島県 福島市","1995100000","1995年度","","292,696","50,020","197,641","44,998"
"07201","福島県 福島市","1990100000","1990年度","","284,768","55,001","193,498","35,393"
"07201","福島県 福島市","1985100000","1985年度","","278,229","61,616","187,948","28,662"
"07201","福島県 福島市","1980100000","1980年度","","270,487","63,789","182,464","24,209"
"07202","福島県 会津若松市","2020100000","2020年度","","117,376","13,716","65,104","36,307"
"07202","福島県 会津若松市","2015100000","2015年度","","124,062","15,681","72,042","34,914"
"07202","福島県 会津若松市","2010100000","2010年度","","126,220","17,268","75,972","32,039"
"07202","福島県 会津若松市","2005100000","2005年度","","131,389","19,627","81,135","30,184"
"07202","福島県 会津若松市","2000100000","2000年度","","135,415","22,186","85,732","27,460"
"07202","福島県 会津若松市","1995100000","1995年度","","137,065","24,632","88,737","23,690"
"07202","福島県 会津若松市","1990100000","1990年度","","136,336","26,795","90,146","19,394"
"07202","福島県 会津若松市","1985100000","1985年度","","134,912","28,531","90,545","15,834"
"07202","福島県 会津若松市","1980100000","1980年度","","130,883","28,900","88,525","13,421"
"07203","福島県 郡山市","2020100000","2020年度","","327,692","39,177","193,417","86,479"
"07203","福島県 郡山市","2015100000","2015年度","","335,444","41,865","204,785","81,853"
"07203","福島県 郡山市","2010100000","2010年度","","338,712","48,692","217,826","67,956"
"07203","福島県 郡山市","2005100000","2005年度","","338,834","52,002","226,508","60,160"
"07203","福島県 郡山市","2000100000","2000年度","","334,824","55,484","227,065","52,131"
"07203","福島県 郡山市","1995100000","1995年度","","326,833","60,011","223,870","42,897"
"07203","福島県 郡山市","1990100000","1990年度","","314,642","65,274","214,829","33,127"
"07203","福島県 郡山市","1985100000","1985年度","","301,673","69,672","205,726","26,263"
"07203","福島県 郡山市","1980100000","1980年度","","286,451","69,332","195,366","21,690"
"07204","福島県 いわき市","2020100000","2020年度","","332,931","37,979","184,720","102,319"
"07204","福島県 いわき市","2015100000","2015年度","","350,237","42,404","204,962","98,323"
"07204","福島県 いわき市","2010100000","2010年度","","342,249","46,776","208,667","85,510"
"07204","福島県 いわき市","2005100000","2005年度","","354,492","52,002","222,525","79,472"
"07204","福島県 いわき市","2000100000","2000年度","","360,138","57,205","232,101","70,745"
"07204","福島県 いわき市","1995100000","1995年度","","360,598","62,427","236,981","61,032"
"07204","福島県 いわき市","1990100000","1990年度","","355,812","68,759","236,670","50,266"
"07204","福島県 いわき市","1985100000","1985年度","","350,569","76,489","233,300","40,780"
"07204","福島県 いわき市","1980100000","1980年度","","342,074","79,394","229,085","33,594"
"07205","福島県 白河市","2020100000","2020年度","","59,491","6,995","34,109","17,546"
"07205","福島県 白河市","2015100000","2015年度","","61,913","8,071","37,135","16,151"
"07205","福島県 白河市","2010100000","2010年度","","64,704","9,501","40,373","14,682"
"07205","福島県 白河市","2005100000","2005年度","","65,707","10,311","41,668","13,723"
"07205","福島県 白河市","2000100000","2000年度","","66,048","11,253","42,325","12,470"
"07205","福島県 白河市","1995100000","1995年度","","65,155","12,641","42,006","10,467"
"07205","福島県 白河市","1990100000","1990年度","","63,839","13,868","41,607","8,353"
"07205","福島県 白河市","1985100000","1985年度","","62,596","14,663","40,944","6,986"
"07205","福島県 白河市","1980100000","1980年度","","60,253","14,175","39,916","6,162"
"07207","福島県 須賀川市","2020100000","2020年度","","74,992","9,537","43,226","21,188"
"07207","福島県 須賀川市","2015100000","2015年度","","77,441","10,476","46,938","19,590"
"07207","福島県 須賀川市","2010100000","2010年度","","79,267","11,719","49,946","17,242"
"07207","福島県 須賀川市","2005100000","2005年度","","80,364","12,602","51,684","16,074"
"07207","福島県 須賀川市","2000100000","2000年度","","79,409","13,427","51,599","14,382"
"07207","福島県 須賀川市","1995100000","1995年度","","77,020","14,539","50,241","12,240"
"07207","福島県 須賀川市","1990100000","1990年度","","73,107","15,261","48,012","9,834"
"07207","福島県 須賀川市","1985100000","1985年度","","71,202","16,456","46,671","8,068"
"07207","福島県 須賀川市","1980100000","1980年度","","69,553","16,457","46,111","6,985"
"07208","福島県 喜多方市","2020100000","2020年度","","44,760","4,905","23,375","16,479"
"07208","福島県 喜多方市","2015100000","2015年度","","49,377","5,619","25,951","16,674"
"07208","福島県 喜多方市","2010100000","2010年度","","52,356","6,560","29,232","16,459"
"07208","福島県 喜多方市","2005100000","2005年度","","56,396","8,000","31,752","16,600"
"07208","福島県 喜多方市","2000100000","2000年度","","58,571","9,168","33,749","15,654"
"07208","福島県 喜多方市","1995100000","1995年度","","59,554","10,387","35,288","13,879"
"07208","福島県 喜多方市","1990100000","1990年度","","59,817","11,260","37,026","11,531"
"07208","福島県 喜多方市","1985100000","1985年度","","60,411","11,826","39,174","9,411"
"07208","福島県 喜多方市","1980100000","1980年度","","60,456","11,892","40,326","8,238"
"07209","福島県 相馬市","2020100000","2020年度","","34,865","4,215","19,325","10,792"
"07209","福島県 相馬市","2015100000","2015年度","","38,556","4,893","22,428","10,736"
"07209","福島県 相馬市","2010100000","2010年度","","37,817","5,187","22,832","9,577"
"07209","福島県 相馬市","2005100000","2005年度","","38,630","5,728","23,681","9,221"
"07209","福島県 相馬市","2000100000","2000年度","","38,842","6,161","24,186","8,495"
"07209","福島県 相馬市","1995100000","1995年度","","39,449","7,062","24,990","7,397"
"07209","福島県 相馬市","1990100000","1990年度","","39,134","7,861","25,175","6,092"
"07209","福島県 相馬市","1985100000","1985年度","","39,346","8,823","25,438","5,085"
"07209","福島県 相馬市","1980100000","1980年度","","38,332","8,871","25,109","4,352"
"07210","福島県 二本松市","2020100000","2020年度","","53,557","5,760","29,073","18,406"
"07210","福島県 二本松市","2015100000","2015年度","","58,162","6,570","33,974","17,526"
"07210","福島県 二本松市","2010100000","2010年度","","59,871","7,725","36,188","15,854"
"07210","福島県 二本松市","2005100000","2005年度","","63,178","8,923","38,781","15,453"
"07210","福島県 二本松市","2000100000","2000年度","","66,077","10,553","40,905","14,619"
"07210","福島県 二本松市","1995100000","1995年度","","67,269","12,457","41,940","12,871"
"07210","福島県 二本松市","1990100000","1990年度","","66,988","14,051","42,436","10,501"
"07210","福島県 二本松市","1985100000","1985年度","","67,154","15,348","42,991","8,815"
"07210","福島県 二本松市","1980100000","1980年度","","66,709","15,274","43,550","7,885"
"07211","福島県 田村市","2020100000","2020年度","","35,169","3,626","18,763","12,609"
"07211","福島県 田村市","2015100000","2015年度","","38,503","4,279","22,033","11,907"
"07211","福島県 田村市","2010100000","2010年度","","40,422","5,100","23,601","11,686"
"07211","福島県 田村市","2005100000","2005年度","","43,253","6,214","25,506","11,533"
"07211","福島県 田村市","2000100000","2000年度","","45,052","7,441","26,884","10,725"
"07211","福島県 田村市","1995100000","1995年度","","46,129","8,776","27,938","9,415"
"07211","福島県 田村市","1990100000","1990年度","","46,758","9,739","29,276","7,743"
"07211","福島県 田村市","1985100000","1985年度","","48,057","10,505","30,878","6,674"
"07211","福島県 田村市","1980100000","1980年度","","48,932","11,371","31,665","5,896"
"07212","福島県 南相馬市","2020100000","2020年度","","59,005","5,099","30,626","20,796"
"07212","福島県 南相馬市","2015100000","2015年度","","57,797","4,885","33,379","18,452"
"07212","福島県 南相馬市","2010100000","2010年度","","70,878","9,649","42,196","18,809"
"07212","福島県 南相馬市","2005100000","2005年度","","72,837","10,371","44,584","17,836"
"07212","福島県 南相馬市","2000100000","2000年度","","75,246","11,361","47,208","16,451"
"07212","福島県 南相馬市","1995100000","1995年度","","77,860","13,512","50,142","14,206"
"07212","福島県 南相馬市","1990100000","1990年度","","77,253","15,810","49,839","11,513"
"07212","福島県 南相馬市","1985100000","1985年度","","77,139","18,002","49,659","9,478"
"07212","福島県 南相馬市","1980100000","1980年度","","74,296","17,695","48,569","8,032"
"07213","福島県 伊達市","2020100000","2020年度","","58,240","5,961","31,100","21,008"
"07213","福島県 伊達市","2015100000","2015年度","","62,400","6,712","35,350","20,234"
"07213","福島県 伊達市","2010100000","2010年度","","66,027","8,378","39,060","18,528"
"07213","福島県 伊達市","2005100000","2005年度","","69,289","9,714","42,070","17,496"
"07213","福島県 伊達市","2000100000","2000年度","","71,817","10,813","44,727","16,277"
"07213","福島県 伊達市","1995100000","1995年度","","73,305","12,482","46,721","14,102"
